player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
タカヤマン,I,6,バステト／泪,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ナインライヴズ / ホワイトインペール / マウ・バスト / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,A-I,C-I,D-I,F-I,I-K,I-L,,,,,
タカヤマン,I,6,ハイドラ！,90,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アースクェイク / グランドスラム / スキュアー / トランプル / ビーストキラー,レジストバインド / 守りのミンネ / 戦いのエール,A-I,B-I,E-I,G-I,H-I,I-J,,,,,
タカヤマン,I,6,バステト／愛,90,亜1,https://eldersign.jp/img/mi/p/f1/110_bastet_1g4.png,カラカス / ナインライヴズ / フォトケミカルスモッグ / マウ・バスト / 日光浴,HPブースト / クィックオーダー / 守りのミンネ / 戦いのエール,A-I,C-I,D-I,F-I,I-K,I-L,,,,,
タカヤマン,I,6,ウルタールの猫／あお,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,フライト / リフレッシュフィールド / 光のベール / 光の楔 / 月光浴,クィックオーダー / メンタルケア / ローズイズレッド / 守りのミンネ / 心の棘,A-I,B-I,E-I,G-I,H-I,I-J,,,,,
タカヤマン,I,3,ハイドラ！？,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,アースクェイク / ウォークライ / スキュアー / ダルバドーハ / ラーヴァフロウ,守りのミンネ / 戦いのエール,B-I,E-I,G-I,,,,,,,,
タカヤマン,I,3,クン・アヌン／黒,70,亜1,https://eldersign.jp/img/mi/g/f0/026_cwn-annwn_1g7.png,ニグラーヌ / 光のベール / 光の楔 / 炎のベール / 炎の楔,クィックオーダー / ボディケア / ローズイズレッド / 守りのミンネ,B-I,E-I,G-I,,,,,,,,
タカヤマン,I,6,バステト／瞳,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ペイルムーン / ホワイトインペール / マウ・バスト / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,C-I,D-I,F-I,H-I,I-K,I-L,,,,,
タカヤマン,I,4,ウルタールの猫／にゃー,70,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,グリーンハーベスト / ナインライヴズ / 光のベール / 光の楔 / 月光浴,HPブースト / クィックオーダー / メンタルケア,C-I,F-I,I-K,I-L,,,,,,,
タカヤマン,I,1,仙狸／ФωФ,70,亜1,https://eldersign.jp/img/mi/g/f1/113_xian-li_1g7.png,クリアランス / ナインライヴズ / ペイルムーン / 光のベール / 六花,クィックオーダー / メンタルケア,D-I,,,,,,,,,,
タカヤマン,I,1,ブラスドラゴン／赤燐,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g7.png,スキュアー / スパイクテイル / ブラッドセイバー / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,H-I,,,,,,,,,,
タカヤマン,I,1,シルバードラゴン／撃,90,亜2,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_2g7.png,ウォークライ / スキュアー / ビーストキラー / マウ・バスト / 光のベール,ローズイズレッド / 守りのミンネ,I-J,,,,,,,,,,
タカヤマン,I,1,シルバードラゴン／吼,90,亜1,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_1g7.png,ウォークライ / カラカス / ヴェンデッタ / 光のベール / 光の楔,クィックオーダー / メンタルケア,I-J,,,,,,,,,,
