player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
白,A,11,瑠璃紺,54,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g7.png,アウェイクニング / セメタリーゲート / ヒヤデスウィンド / ブラッドムーン / ルビーレイン,HPブースト / クィックオーダー / フレイムアシスト / ミラージュ / レジストバインド / レジストポイズン / 予習復習 / 地味づくり,A-B,A-C,A-D,A-E,A-F,A-G,A-H,A-I,A-J,A-K,A-L
白,A,10,薄花桜,33,亜1,https://eldersign.jp/img/mi/g/f0/092_dracae_1g7.png,サルガッソー / テケリ・リ / ペトロガス / ホロウワールド / 早瀬,エンジェリックウィング / ハートオブオーシャン / ハートオブマーブル / ミラージュ / レジストペトリ / レジストポイズン,A-B,A-C,A-D,A-E,A-F,A-G,A-H,A-I,A-J,A-K,
白,A,7,薄雲鼠 (1),24,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png,アゼランザ / サルーア / ストーン / フォトケミカルスモッグ / ワインクラウド,HPブースト / クィックオーダー / ハートオブマーブル / ミラージュ / レジストポイズン / 地味づくり / 戦いのエール,A-B,A-C,A-D,A-E,A-F,A-G,A-H,,,,
白,A,3,薄雲鼠 (2),27,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png,アゼランザ / サルーア / ストーン / フォトケミカルスモッグ / ワインクラウド,ハートオブマーブル / ミラージュ / レジストポイズン / 戦いのエール,A-I,A-J,A-K,,,,,,,,
白,A,1,サキュバス,52,,,,ミラージュ,A-B,,,,,,,,,,
白,A,9,赤珊瑚,52,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,アウェイクニング / エルフショット / サルーア / ヒーリング / ピース,エンジェリックウィング / ハートオブマーブル / ミラージュ / レジストチャーム / レジストペトリ / レジストポイズン / 守りのミンネ,A-C,A-D,A-E,A-F,A-G,A-H,A-I,A-J,A-K,,
白,A,1,紺桔梗,58,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,ヒヤデスウィンド / ヒーリングウィンド / フサリア / プレイグ / ルルハラント,HPブースト / クィックオーダー,A-L,,,,,,,,,,
白,A,1,月白,30,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,サルガッソー / ヒーリングウィンド / フサリア / リヴァイヴ / ルナエクリプス,フレイムアシスト / フレイムバリア,A-L,,,,,,,,,,
白,A,1,紅桔梗,45,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,パンデミック / ヒートウェーブ / ブラッドムーン / ルビーレイン / 炎の刻印,フレイムアシスト / 敏捷ブースト,A-L,,,,,,,,,,
けけけけ,L,11,ゴブリンキング,84,亜1,https://eldersign.jp/img/mi/p/f0/084_goblin-king_1g7.png,ストーン / ストーンレイン / ルビーレイン,リジェネレイト / 戦いのエール,A-L,B-L,C-L,D-L,E-L,F-L,G-L,H-L,I-L,J-L,K-L
けけけけ,L,11,ペリ,86,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png,アウェイクニング / ストーンレイン / セメタリーゲート / ヒヤデスウィンド / レーヴァテイン,クィックオーダー / 守りのミンネ / 戦いのエール,A-L,B-L,C-L,D-L,E-L,F-L,G-L,H-L,I-L,J-L,K-L
けけけけ,L,11,フラーユ,79,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g4.png,アイスランス / ストーンレイン / フェアリーエイド / ペイルムーン / 桜花泡影,クィックオーダー / 心の壁 / 心の棘,A-L,B-L,C-L,D-L,E-L,F-L,G-L,H-L,I-L,J-L,K-L
けけけけ,L,11,サキュバス,81,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g7.png,スタンダールシンドローム / ヒヤデスウィンド / ファイアランス / フィースト,クィックオーダー,A-L,B-L,C-L,D-L,E-L,F-L,G-L,H-L,I-L,J-L,K-L
ショーンマイケル,I,11,アンクー,70,原,https://eldersign.jp/img/mi/g/f0/044_ankou_0g7.png,アイスボール / デスサイズ / パンデミック / ビーストキラー / フラッシュフラッド,セントリー / ハートオブフレイム,A-I,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L
ショーンマイケル,I,11,グリマルキン,70,亜1,https://eldersign.jp/img/mi/g/f0/085_grimalkin_1g4.png,グリムシャドウ / フラッシュフラッド / ブラッドムーン / ポイズンクラウド / ルビーレイン,リジェネレイト,A-I,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L
ショーンマイケル,I,11,スノウ3,70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,コールドボルト / スノウストーム / スリートストーム / パンデミック / 氷の花,HPブースト / クィックオーダー,A-I,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L
ショーンマイケル,I,11,ケット・ビー,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g4.png,エルフショット / コールドウェーブ / スロウ / パンデミック / フラッシュフラッド,エンジェリックウィング / 敏捷ブースト,A-I,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L
酒と泪,K,8,ペリ (1),67,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png,パイロクラズム / ムーランルージュ / レーヴァテイン / 光の楔 / 夢の終わり,リフレクション / 防御ブースト / 魔力ブースト,A-K,B-K,C-K,D-K,E-K,G-K,I-K,K-L,,,
酒と泪,K,3,ペリ (2),67,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png,スリープクラウド / ムーランルージュ / レーヴァテイン,リジェネレイト / リフレクション,F-K,H-K,J-K,,,,,,,,
酒と泪,K,7,エアリエル,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,サクション / ストームワーニング / テンペスト / バニシュ / フェアリーエイド,リジェネレイト / リフレクション,A-K,B-K,C-K,E-K,G-K,I-K,K-L,,,,
酒と泪,K,10,深遠なるリース (1),50,原,https://eldersign.jp/img/mi/s/f1/105_plant-rhys-dwfn_0g7.png,オプティカルハーブ / チャフ / ネクター / ヒヤデスウィンド / 魔性の囁き,ハートオブウィンド / 攻撃ブースト,A-K,B-K,C-K,E-K,F-K,G-K,H-K,I-K,J-K,K-L,
