player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
煌龍,A,8,ダークヤング,85,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png,インクリーズ / ガッシマ / スキュアー / スタンピード / トランプル,レジストシック / レジストスリープ / 守りのミンネ / 戦いのエール,A-B,A-C,A-E,A-F,A-G,A-I,A-J,A-K,,,
煌龍,A,8,ダークサルガッスム,83,亜1,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_1g4.png,インクリーズ / エンバール / スキュアー / ゼルハ / トランプル,カウンター / ハートオブフレイム / 守りのミンネ / 攻撃ブースト,A-B,A-C,A-E,A-F,A-G,A-I,A-J,A-K,,,
煌龍,A,7,オールドワン,70,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png,シュリンク / セメタリーゲート / ハウリングムーン / ミラーズ / ユロール,ハートオブオーシャン / リジェネレイト,A-B,A-C,A-E,A-F,A-G,A-I,A-J,,,,
煌龍,A,7,スターヴァンパイア,70,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー,A-B,A-C,A-E,A-F,A-G,A-I,A-J,,,,
煌龍,A,3,パズズ,87,亜1,https://eldersign.jp/img/mi/p/f0/045_pazuzu_1g4.png,スキュアー / チャージ / トランプル / ドラゴニックロア / ブラッドセイバー,カウンター / ハートオブフレイム,A-D,A-H,A-L,,,,,,,,
煌龍,A,3,ブラスドラゴン,87,亜1,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_1g4.png,スキュアー / チャージ / ブラッドセイバー / ベノムスクラッチ / ヴェンデッタ,守りのミンネ / 戦いのエール,A-D,A-H,A-L,,,,,,,,
煌龍,A,3,シルバードラゴン,70,原,https://eldersign.jp/img/mi/g/f0/050_silver-dragon_0g4.png,エルフショット / カラカス / クルセイド / ヒヤデスウィンド / ファイアランス,ローズイズレッド / ヴァイオレッツブルー,A-D,A-H,A-L,,,,,,,,
煌龍,A,3,ウルタールの猫,70,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g4.png,カラカス / フライト / 光のベール / 日光浴 / 月光浴,HPブースト / クィックオーダー,A-D,A-H,A-L,,,,,,,,
煌龍,A,1,ドール,31,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,アースクェイク / インクリーズ / カロウシブスピット / スキュアー / ベノムスパイン,レジストシック / レジストスリープ,A-K,,,,,,,,,,
煌龍,A,1,ツァール,50,原,https://eldersign.jp/img/mi/s/f0/078_zhar_0g7.png,ダークウェーブ / 光のベール / 光の楔 / 闇の楔,HPブースト / クィックオーダー,A-K,,,,,,,,,,
白,F,3,ティンダロスハウンド,70,原,https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g4.png,コンテイジョン / テラーコール / バインドグラスプ / フェイズアウト / 闇の結界,ディレイオーダー / 守りのミンネ,A-F,F-G,F-H,,,,,,,,
白,F,3,ダークヤング (1),61,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,インクリーズ / テラーコール / ベノムスクラッチ / 光のベール,リジェネレイト,A-F,F-G,F-H,,,,,,,,
白,F,1,ダークヤング (2),66,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / ヒカップ / ベノムスクラッチ,守りのミンネ / 戦いのエール,F-J,,,,,,,,,,
白,F,3,ショゴス,70,亜1,https://eldersign.jp/img/mi/g/f0/034_shoggoth_1g7.png,セメタリーゲート / ブラッドスティール / プレイグ / プロテクトディザスター / 光のベール,守りのミンネ / 防御ブースト,A-F,F-G,F-H,,,,,,,,
