player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
oui,A,5,ティターニア (1),70,原,https://eldersign.jp/img/mi/g/f1/106_titania_0g4.png,オブシニティ / セメタリーゲート / ネクター / ホワイトインペール,レジストスリープ,A-B,A-D,A-I,A-J,A-K,,,,,,
oui,A,5,ティターニア (2),70,原,https://eldersign.jp/img/mi/g/f1/106_titania_0g4.png,オブシニティ / セメタリーゲート / フォトケミカルスモッグ / ホワイトインペール,レジストスリープ,A-B,A-D,A-I,A-J,A-K,,,,,,
oui,A,5,エアリエル,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,セメタリーゲート / テンペスト / フェアリーエイド / 悪魔のトリル,ハートオブフレイム,A-B,A-D,A-I,A-J,A-K,,,,,,
oui,A,5,バンシー,70,亜1,https://eldersign.jp/img/mi/g/f0/097_banshee_1g7.png,ストーン / セメタリーゲート / ヒーリング / ペイルムーン / 悪魔のトリル,心の棘,A-B,A-D,A-I,A-J,A-K,,,,,,
oui,A,6,ドール (1),90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,アースクェイク / スキュアー / ダルバドーハ / チャージ / ユロール,ハートオブマーブル / ミラージュ / リジェネレイト,A-C,A-E,A-F,A-G,A-H,A-L,,,,,
oui,A,6,ドール (2),80,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,アースクェイク / スキュアー / ダルバドーハ / チャージ / 光のベール,ハートオブマーブル / ミラージュ / リジェネレイト,A-C,A-E,A-F,A-G,A-H,A-L,,,,,
oui,A,6,ダークサルガッスム,75,亜1,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_1g4.png,エンバール / ゼルハ / トランキリティ / ミラーズ / 炎のベール,リジェネレイト,A-C,A-E,A-F,A-G,A-H,A-L,,,,,
oui,A,6,ハンティングホラー,70,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g4.png,アンブッシュ / ウラザイス / ガティス / セメタリーゲート / テンペスト,HPブースト / クィックオーダー,A-C,A-E,A-F,A-G,A-H,A-L,,,,,
ねむ,E,8,ももこ,70,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / カロウシブスピット / スキュアー / チャージ / ベノムスクラッチ,戦いのエール / 防御ブースト,A-E,B-E,D-E,E-F,E-G,E-H,E-I,E-K,,,
ねむ,E,8,アークディスプレイサー,70,原,https://eldersign.jp/img/mi/g/f0/057_arch-displacers_0g4.png,スキュアー / チャージ / ホロウワールド / 光のベール,カウンター / リフレクション,A-E,B-E,D-E,E-F,E-G,E-H,E-I,E-K,,,
ねむ,E,9,ヴァルキュリア,50,原,https://eldersign.jp/img/mi/s/f0/035_night-gaunt_0g7.png,エルフショット / フォトケミカルスモッグ / ホロウワールド / ミラーズ / ユロール,心の棘,A-E,B-E,D-E,E-F,E-G,E-H,E-I,E-K,E-L,,
ねむ,E,5,F.S.M.,61,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png,アゼランザ / エルフショット / セメタリーゲート / ハスタリーザ,,A-E,B-E,E-G,E-I,E-K,,,,,,
ねむ,E,2,アネモネ,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,エルフショット / テンペスト / フェアリーエイド / フサリア / 光のベール,カウンター / リフレクション,C-E,E-J,,,,,,,,,
ねむ,E,2,キルシー,56,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png,アーマーメルト / エーテルクラウド / 春の雨 / 桜花泡影,予習復習,C-E,E-J,,,,,,,,,
ねむ,E,2,雪花,70,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png,エルフショット / スノウストーム / スリートストーム / フサリア,コールドアシスト,C-E,E-J,,,,,,,,,
ねむ,E,2,ルサルカ,66,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,コールドボルト / ストーン / フサリア,コールドアシスト,C-E,E-J,,,,,,,,,
ねむ,E,3,スターヴァンパイア,70,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g1.png,セメタリーゲート / フサリア / ミラーズ / ユロール,,D-E,E-F,E-H,,,,,,,,
ねむ,E,1,対トリアクード (1),50,亜1,https://eldersign.jp/img/mi/s/f0/088_petit-shoggoth_1g4.png,悪魔のトリル / 闇の刻印 / 闇の楔,心の棘,E-L,,,,,,,,,,
ねむ,E,1,対トリアクード (2),48,亜1,https://eldersign.jp/img/mi/g/f0/034_shoggoth_1g4.png,悪魔のトリル,心の棘,E-L,,,,,,,,,,
ねむ,E,1,ハンティングホラー,55,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g7.png,ウラザイス / 悪魔のトリル / 闇の刻印,心の棘,E-L,,,,,,,,,,
ハイジ,L,7,パズの威を貸し出すパズ,70,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g7.png,アンダートウ / スキュアー / チャージ / ドラゴニックロア / ベノムスティング,HPブースト / カウンター / クィックオーダー / ミラージュ / リジェネレイト,A-L,C-L,D-L,F-L,H-L,I-L,K-L,,,,
ハイジ,L,7,パズの威を借らずともパズ,89,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png,アイスブランド / スキュアー / トランプル / バインドグラスプ / ヴェンデッタ,コールドアシスト / ミラージュ / 敏捷ブースト,A-L,C-L,D-L,F-L,H-L,I-L,K-L,,,,
ハイジ,L,5,パズの威を借るパズ,80,亜1,https://eldersign.jp/img/mi/p/f0/045_pazuzu_1g4.png,カラカス / ドラゴニックロア / ローカストスウォーム / 光の楔 / 月光浴,HPブースト / カウンター / クィックオーダー / リジェネレイト,A-L,C-L,H-L,I-L,K-L,,,,,,
ハイジ,L,7,パズの威を借る猫,70,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g4.png,カラカス / シードハウザー / テンペスト / バードサンクチュアリ / フォトケミカルスモッグ,HPブースト / クィックオーダー / ディレイオーダー / 守りのミンネ / 防御ブースト,A-L,C-L,D-L,F-L,H-L,I-L,K-L,,,,
ハイジ,L,4,前衛：ペリ,70,原,https://eldersign.jp/img/mi/g/f0/042_peri_0g7.png,アイスランス / セメタリーゲート / パイロクラズム / ムーランルージュ / レーヴァテイン,ミラージュ / 守りのミンネ / 戦いのエール,B-L,E-L,G-L,J-L,,,,,,,
ハイジ,L,4,グレちゃん,70,亜1,https://eldersign.jp/img/mi/g/f0/021_gremlin_1g7.png,アウェイクニング / アムネジア / ファイアランス / 光の楔 / 風葬,HPブースト / クィックオーダー / ディレイオーダー / 守りのミンネ / 防御ブースト,B-L,E-L,G-L,J-L,,,,,,,
ハイジ,L,4,ルサルカ姉,70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン,ハートオブオーシャン / リジェネレイト / 敏捷ブースト,B-L,E-L,G-L,J-L,,,,,,,
ハイジ,L,4,ルサルカ妹,70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,ウィンターブラスト / ファイアランス / フォグ / ペイルムーン / 光のベール,エンジェリックウィング / コールドアシスト / 敏捷ブースト,B-L,E-L,G-L,J-L,,,,,,,
ハイジ,L,2,ティアマト,70,原,https://eldersign.jp/img/mi/g/f0/096_tiamat_0g4.png,アイスランス / コールドボルト / バインドグラスプ / プライマルシー / ランドスライド,リジェネレイト,D-L,F-L,,,,,,,,,
緋月,F,11,ドーノレ,70,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / カロウシブスピット / ダブルアタック / チャージ,ハートオブオーシャン / リジェネレイト,A-F,B-F,C-F,D-F,E-F,F-G,F-H,F-I,F-J,F-K,F-L
緋月,F,11,ψドール,70,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g7.png,アースクェイク / カロウシブスピット / ガッシマ / スキュアー / 光の刻印,リジェネレイト,A-F,B-F,C-F,D-F,E-F,F-G,F-H,F-I,F-J,F-K,F-L
緋月,F,11,ψF.S.M.,63,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png,セメタリーゲート / ダークウェーブ / ダークネビュラ / ハスタリーザ / フサリア,リジェネレイト / 魔力ブースト,A-F,B-F,C-F,D-F,E-F,F-G,F-H,F-I,F-J,F-K,F-L
緋月,F,11,ψスターヴァンパイア,76,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g4.png,アンガドーリエラ / ダークボルト / ミラーズ / ユロール / 光のベール,リジェネレイト,A-F,B-F,C-F,D-F,E-F,F-G,F-H,F-I,F-J,F-K,F-L
ぷんすか,G,9,ダークサルガッスム,41,亜2,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_2g7.png,エンバール / ゼルハ / ベノムスパイン / 光のベール / 光の楔,コールドアシスト / コールドバリア / ハートオブフレイム / ミラージュ / 守りのミンネ / 戦いのエール,A-G,B-G,C-G,D-G,F-G,G-H,G-J,G-K,G-L,,
