player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
イマクロ,B,8,ヴァルキュリア (1),90,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g7.png,フェアリーキラー / ブラッドセイバー / ホロウワールド / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / 防御ブースト,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-L,,,
イマクロ,B,8,ヴァルキュリア (2),90,亜2,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_2g4.png,アースクェイク / テケリ・リ / フィースト / フェアリーキラー / ホロウワールド,リジェネレイト / 守りのミンネ,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-L,,,
イマクロ,B,8,エアリエル,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,エーテルクラウド / ステイシス / スリープクラウド / ニグラーヌ / ポイズンクラウド,クィックオーダー / ミラージュ / リジェネレイト / 悪目立ち,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-L,,,
イマクロ,B,8,ペリ,70,原,https://eldersign.jp/img/mi/g/f0/042_peri_0g4.png,アウローラ / サルガッソー / ペイルムーン / ルルハラント / 氷の刻印,クィックオーダー,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-L,,,
イマクロ,B,1,パズズ,70,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g7.png,アウターキラー / アウターベイン / 光の刻印,戦いのエール,B-C,,,,,,,,,,
イマクロ,B,1,ワイバーン,70,亜2,https://eldersign.jp/img/mi/g/f0/029_wyvern_2g7.png,アウターキラー / アウターベイン / 光の刻印,レジストポイズン / 戦いのエール,B-C,,,,,,,,,,
イマクロ,B,1,ペリュトン (1),70,原,https://eldersign.jp/img/mi/g/f0/047_peryton_0g7.png,闇の楔,命中ブースト / 心の棘,B-C,,,,,,,,,,
イマクロ,B,1,ペリュトン (2),70,原,https://eldersign.jp/img/mi/g/f0/047_peryton_0g4.png,闇の楔,心の棘 / 魔力ブースト,B-C,,,,,,,,,,
イマクロ,B,2,ブラスドラゴン,70,原,https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png,アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ,守りのミンネ / 戦いのエール,B-G,B-K,,,,,,,,,
イマクロ,B,2,ハイドラ,70,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g7.png,アースクェイク / ウォークライ / ブラッドセイバー / ベノムスクラッチ / ラーヴァフロウ,守りのミンネ / 戦いのエール,B-G,B-K,,,,,,,,,
イマクロ,B,2,ウルタールの猫,70,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,エルフショット / パンデミック / フライト / 光のベール / 月光浴,クィックオーダー / 命中ブースト,B-G,B-K,,,,,,,,,
