player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
pmg,H,3,真鍮色のドラゴン,70,亜1,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_1g7.png,アースクェイク / スキュアー / ダブルアタック / チャージ / 光の刻印,命中ブースト / 守りのミンネ / 戦いのエール,A-H,D-H,H-L,,,,,,,,
pmg,H,3,RedEyesBlackPazuzu,90,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png,アースクェイク / チャージ / デルタスラッシュ / ドラゴニックロア / 光の刻印,HPブースト / クィックオーダー / 命中ブースト / 戦いのエール,A-H,D-H,H-L,,,,,,,,
pmg,H,3,バステト,70,原,https://eldersign.jp/img/mi/g/f1/110_bastet_0g7.png,アンダートウ / カラカス / マウ・バスト / 光のベール / 日光浴,HPブースト / クィックオーダー,A-H,D-H,H-L,,,,,,,,
pmg,H,2,ペリ,89,亜1,https://eldersign.jp/img/mi/p/f0/042_peri_1g4.png,カラカス / ヴェンデッタ / 光の楔,クィックオーダー,A-H,D-H,,,,,,,,,
pmg,H,5,モグランガー,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g7.png,インクリーズ / ガッシマ / スキュアー / スタンピード / チャージ,守りのミンネ / 戦いのエール,B-H,C-H,F-H,H-I,H-J,,,,,,
pmg,H,5,セキカンガー,70,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g7.png,インクリーズ / スキュアー / スタンピード / ベノムスクラッチ / ペトロガス,守りのミンネ / 戦いのエール,B-H,C-H,F-H,H-I,H-J,,,,,,
pmg,H,5,ガッシムイエロー,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アンブッシュ / トランキリティ / フサリア / ミラーズ / 光のベール,レジストスリープ / 守りのミンネ / 戦いのエール / 敏捷ブースト,B-H,C-H,F-H,H-I,H-J,,,,,,
pmg,H,2,ガッシムグリーン,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アンブッシュ / キャンセレイション / フサリア / プロテクトディザスター / ミラーズ,守りのミンネ / 戦いのエール,B-H,C-H,,,,,,,,,
pmg,H,2,バンシー,64,亜2,https://eldersign.jp/img/mi/g/f0/097_banshee_2g7.png,セメタリーゲート / 滅びの翼,ミラージュ / 心の壁 / 心の棘,E-H,H-K,,,,,,,,,
pmg,H,4,サキュバス,90,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / フォトケミカルスモッグ / 悪魔のトリル / 滅びの翼 / 追い風,HPブースト / クィックオーダー / 心の壁 / 心の棘,E-H,F-H,G-H,H-K,,,,,,,
pmg,H,3,エアリエル,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,ストーン / セメタリーゲート / テンペスト / 滅びの翼,HPブースト / クィックオーダー,E-H,G-H,H-K,,,,,,,,
pmg,H,3,ルサルカ,90,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ウィンターブラスト / セメタリーゲート / フサリア / 悪魔のトリル,ミラージュ / 心の壁 / 心の棘,E-H,G-H,H-K,,,,,,,,
pmg,H,1,スノウ,70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ストーン / セメタリーゲート,心の壁 / 心の棘,G-H,,,,,,,,,,
pmg,H,2,ガッシムピンク,70,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,ウィンドボルト / セメタリーゲート / テンプテイション / フサリア / 光のベール,HPブースト / クィックオーダー,H-I,H-J,,,,,,,,,
pmg,H,1,ウルタールの猫,70,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g7.png,カラカス / リヴァイヴ / 光のベール / 月光浴,クィックオーダー,H-L,,,,,,,,,,
カリスト,I,3,ゴブリンロード,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ホワイトインペール / ルルハラント / 光の刻印,レジストペトリ / 心の壁 / 戦いのエール,A-I,B-I,I-L,,,,,,,,
カリスト,I,3,ゴブリンエンペラー,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ライタスネス / ルルハラント / 光の刻印,ハートオブオーシャン / リジェネレイト / 心の壁 / 心の棘,A-I,B-I,I-L,,,,,,,,
カリスト,I,3,夢魔の主,90,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,アウローラ / ヒヤデスウィンド / ブラッドムーン / 光のベール / 光の楔,クィックオーダー / ボディケア / 悪目立ち,A-I,B-I,I-L,,,,,,,,
カリスト,I,3,勝利の女神NIKKE,90,亜1,https://eldersign.jp/img/mi/p/f0/042_peri_1g7.png,アウェイクニング / アウローラ / ステイシス / 光のベール / 光の楔,クィックオーダー / 悪目立ち / 防御ブースト,A-I,B-I,I-L,,,,,,,,
カリスト,I,5,地を喰らうスピキ,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,グランドスラム / スキュアー / スタンピード / トランプル / ブラッドセイバー,守りのミンネ / 心の壁 / 戦いのエール,C-I,D-I,E-I,G-I,I-J,,,,,,
カリスト,I,2,畝の後ろを往くモノ (1),63,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / シュリンク / スキュアー / トランキリティ / 光の楔,守りのミンネ / 戦いのエール,C-I,I-J,,,,,,,,,
カリスト,I,1,畝の後ろを往くモノ (2),71,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / シュリンク / スキュアー / トランキリティ / 光の楔,守りのミンネ / 戦いのエール,D-I,,,,,,,,,,
カリスト,I,4,星のスピキ擬態型,90,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,HPブースト / クィックオーダー / ボディケア,C-I,D-I,G-I,I-J,,,,,,,
カリスト,I,6,比良坂初音,90,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,シュリンク / ミラーズ / ユロール / 光のベール / 光の楔,リジェネレイト / レジストバインド / 心の棘,C-I,D-I,E-I,F-I,G-I,I-J,,,,,
カリスト,I,3,復活の淫夢くんUC,90,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,シュリンク / フォトケミカルスモッグ / プロテクトディザスター / ルルハラント / 光のベール,クィックオーダー / ボディケア / リジェネレイト / 守りのミンネ / 心の棘 / 戦いのエール,E-I,F-I,G-I,,,,,,,,
カリスト,I,2,食屍鬼の眼ゲニ＝ゲバ,90,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g7.png,シュリンク / ミラーズ / ユロール / 闇の楔 / 闇の結界,リジェネレイト / レジストバインド / 守りのミンネ / 心の棘,E-I,F-I,,,,,,,,,
カリスト,I,1,さらに畝の後ろを往くモノ,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / ディスペル / トランプル,守りのミンネ / 戦いのエール,F-I,,,,,,,,,,
カリスト,I,2,シヴ山のドラゴン,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,インクリーズ / スキュアー / スタンピード / トランプル / ヴェンデッタ,守りのミンネ / 戦いのエール,H-I,I-K,,,,,,,,,
カリスト,I,2,Hydra,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,ウォークライ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,H-I,I-K,,,,,,,,,
カリスト,I,2,Simorgh,90,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g7.png,アンダートウ / アースクェイク / カラカス / ステイシス / 日光浴,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,H-I,I-K,,,,,,,,,
カリスト,I,2,CatsOfUlthar,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,カラカス / フォトケミカルスモッグ / 光のベール / 光の楔 / 月光浴,守りのミンネ / 戦いのエール,H-I,I-K,,,,,,,,,
キャスさん,E,7,黒い仔山羊,89,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png,インクリーズ / スキュアー / トランプル / ベノムスクラッチ / 光のベール,レジストバインド / 守りのミンネ / 心の壁 / 戦いのエール,A-E,B-E,D-E,E-F,E-G,E-K,E-L,,,,
