player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
キャスさん,G,10,黒い仔山羊,69,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g7.png,インクリーズ / スキュアー / スタンピード / ベノムスクラッチ / 光のベール,レジストポイズン / 守りのミンネ / 心の壁 / 戦いのエール,A-G,B-G,C-G,D-G,F-G,G-H,G-I,G-J,G-K,G-L,
キャスさん,G,10,大災の化身,85,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,インクリーズ / カロウシブスピット / スタンピード / トライペック / ブラッドセイバー,レジストポイズン / 守りのミンネ / 心の壁 / 戦いのエール,A-G,B-G,C-G,D-G,F-G,G-H,G-I,G-J,G-K,G-L,
キャスさん,G,6,殺せない獣マギ・サ,68,原,https://eldersign.jp/img/mi/g/f0/066_atlach-nacha_0g7.png,アンブッシュ / エルフショット / ユロール / ルールオブドリームス / 光の楔,ハートオブフレイム / リジェネレイト / 心の棘,A-G,B-G,C-G,G-H,G-J,G-K,,,,,
キャスさん,G,6,第十四位相守護者,69,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g4.png,ディスペル / プロテクトディザスター / ミラーズ / 光のベール / 闇のベール,ハートオブフレイム / リジェネレイト,A-G,B-G,C-G,G-H,G-J,G-K,,,,,
キャスさん,G,4,大いなる闇の虚像,67,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,アンブッシュ / フォトケミカルスモッグ / ルルハラント / 光のベール / 光の楔,クィックオーダー / ハートオブフレイム / リジェネレイト / 地味づくり,D-G,F-G,G-I,G-L,,,,,,,
キャスさん,G,4,試作零号,58,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png,キャンセレイション / プロテクトディザスター / ミラーズ / ユロール / 闇のベール,クィックオーダー / ハートオブフレイム / ボディケア / リジェネレイト,D-G,F-G,G-I,G-L,,,,,,,
キャスさん,G,1,芯なる護り手,64,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,スキュアー / ヴェンデッタ,守りのミンネ / 戦いのエール,E-G,,,,,,,,,,
キャスさん,G,1,天従の大禍鬼,69,亜1,https://eldersign.jp/img/mi/p/f0/096_tiamat_1g7.png,アースクェイク / ウォークライ / スキュアー / スタンピード,守りのミンネ / 戦いのエール,E-G,,,,,,,,,,
キャスさん,G,1,流転の証明者,35,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g4.png,マウ・バスト,守りのミンネ / 戦いのエール,E-G,,,,,,,,,,
キャスさん,G,1,星を待つ道程,65,原,https://eldersign.jp/img/mi/g/f0/046_simorgh_0g4.png,フライト / 日光浴,ハートオブフレイム / リフレクション,E-G,,,,,,,,,,
カリスト,H,8,地を喰らうスピキ,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,守りのミンネ / 戦いのエール,A-H,B-H,E-H,F-H,H-I,H-J,H-K,H-L,,,
カリスト,H,5,畝の後ろの後ろを歩くモノ,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,スキュアー / スタンピード / トライペック / トランキリティ / ベノムスクラッチ,守りのミンネ / 戦いのエール,A-H,F-H,H-I,H-K,H-L,,,,,,
カリスト,H,5,星のスピキ擬態型,90,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,A-H,F-H,H-I,H-K,H-L,,,,,,
カリスト,H,8,比良坂初音,90,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,シュリンク / ミラーズ / ユロール / 光のベール / 光の楔,リジェネレイト / 守りのミンネ / 心の壁 / 心の棘 / 戦いのエール,A-H,B-H,E-H,F-H,H-I,H-J,H-K,H-L,,,
カリスト,H,2,復活の淫夢くんUC,90,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,フォトケミカルスモッグ / プロテクトディザスター / ベノムスクラッチ / ルルハラント / 光のベール,守りのミンネ / 戦いのエール,B-H,H-J,,,,,,,,,
カリスト,H,3,食屍鬼の眼ゲニ＝ゲバ,89,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g7.png,シュリンク / ミラーズ / ユロール / 闇の楔 / 闇の結界,レジストバインド / 心の棘,B-H,E-H,H-J,,,,,,,,
カリスト,H,1,ゴブリンロード,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ホワイトインペール / ルルハラント / 光の刻印,エンジェリックウィング / 戦いのエール,C-H,,,,,,,,,,
カリスト,H,1,ゴブリンエンペラー,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ヒーリングウィンド / ルルハラント / 光の刻印,心の壁 / 戦いのエール,C-H,,,,,,,,,,
カリスト,H,1,夢魔の主,88,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,アウローラ / ヒヤデスウィンド / ブラッドムーン / 光のベール / 光の楔,クィックオーダー / 悪目立ち,C-H,,,,,,,,,,
カリスト,H,3,勝利の女神NIKKE,90,亜1,https://eldersign.jp/img/mi/p/f0/042_peri_1g7.png,アウェイクニング / アウローラ / ステイシス / 光のベール / 光の楔,クィックオーダー / 守りのミンネ / 戦いのエール / 防御ブースト,C-H,D-H,G-H,,,,,,,,
カリスト,H,2,シヴ山のドラゴン,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,シャドウレイド / スキュアー / スタンピード / ベノムスクラッチ / ヴェンデッタ,クィックオーダー / ボディケア,D-H,G-H,,,,,,,,,
カリスト,H,2,Hydra,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,ウォークライ / グランドスラム / スキュアー / スタンピード / ブラッドセイバー,守りのミンネ / 戦いのエール,D-H,G-H,,,,,,,,,
カリスト,H,2,CatsOfUlthar,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,カラカス / フォトケミカルスモッグ / 光のベール / 光の楔 / 月光浴,守りのミンネ / 戦いのエール,D-H,G-H,,,,,,,,,
カリスト,H,1,さらに畝の後ろを往くモノ,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / ベノムスクラッチ,守りのミンネ / 戦いのエール,E-H,,,,,,,,,,
ClayClay,E,3,ハルドル,70,原,https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png,アースクェイク / スキュアー / ヒカップ / ヴェンデッタ / 光のベール,レジストシール / レジストペトリ / レジストポイズン / 守りのミンネ / 戦いのエール,A-E,D-E,E-I,,,,,,,,
ClayClay,E,1,アス,70,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png,アースクェイク / カロウシブスピット / シードハウザー,ハートオブオーシャン,A-E,,,,,,,,,,
ClayClay,E,2,白夜庵,68,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,カラカス / ディスペル / フライト / 光の楔 / 月光浴,ハートオブオーシャン / 守りのミンネ / 心の壁,A-E,D-E,,,,,,,,,
ClayClay,E,2,シルバードラゴン,67,原,https://eldersign.jp/img/mi/g/f0/050_silver-dragon_0g4.png,カラカス / テンペスト / バーニングレイジ / 光のベール,ハートオブオーシャン / リジェネレイト / リフレクション,A-E,D-E,,,,,,,,,
ClayClay,E,5,ムーンビースト,61,亜2,https://eldersign.jp/img/mi/g/f0/076_moon-beast_2g7.png,インクリーズ / フォトケミカルスモッグ / ユロール / 闇の楔 / 闇の結界,HPブースト / クィックオーダー / レジストポイズン / 守りのミンネ,B-E,C-E,E-J,E-K,E-L,,,,,,
ClayClay,E,4,W.R.N.B,69,亜2,https://eldersign.jp/img/mi/g/f0/082_gug_2g7.png,アンブッシュ / ブラッドセイバー / ベノムスクラッチ / 闇の楔 / 闇の結界,レジストポイズン / 守りのミンネ,B-E,C-E,E-J,E-K,,,,,,,
ClayClay,E,5,ミル＝フイユ,90,亜1,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_1g7.png,ゴッサマーチェイン / シュリンク / ネクロラトリー / ミラーズ / ルールオブドリームス,クィックオーダー / ハートオブウィンド / ハートオブオーシャン / ハートオブフレイム / ミラージュ / リジェネレイト / リフレクション / 心の棘 / 悪目立ち,B-E,C-E,E-J,E-K,E-L,,,,,,
ClayClay,E,5,ヴルトゥーム (1),55,亜1,https://eldersign.jp/img/mi/g/f0/067_vulthoom_1g7.png,シュリンク / ミラーズ / 闇のベール / 闇の楔 / 闇の結界,HPブースト / クィックオーダー / ハートオブオーシャン / ハートオブフレイム / ミラージュ / リジェネレイト / 地味づくり / 心の棘 / 防御ブースト,B-E,C-E,E-J,E-K,E-L,,,,,,
ClayClay,E,1,ヴルトゥーム (2),52,亜2,https://eldersign.jp/img/mi/g/f0/067_vulthoom_2g4.png,シュリンク / セメタリーゲート / ミラーズ / 闇の楔 / 闇の結界,HPブースト / クィックオーダー,E-L,,,,,,,,,,
ClayClay,E,2,ア・ドライグ・ゴッホ,78,亜1,https://eldersign.jp/img/mi/p/f0/071_y-ddraig-goch_1g7.png,グランドスラム / ベノムスクラッチ / ローカストスウォーム / 光のベール,レジストポイズン / 守りのミンネ / 戦いのエール,D-E,E-I,,,,,,,,,
ClayClay,E,1,T.O.T.O,61,亜2,https://eldersign.jp/img/mi/g/f0/076_moon-beast_2g7.png,インクリーズ / フォトケミカルスモッグ / ユロール / 闇の楔 / 闇の結界,レジストポイズン / 守りのミンネ,E-F,,,,,,,,,,
ClayClay,E,1,Y.N.k.T,55,亜1,https://eldersign.jp/img/mi/g/f0/067_vulthoom_1g7.png,シュリンク / ミラーズ / 闇のベール / 闇の楔 / 闇の結界,レジストポイズン / 守りのミンネ,E-F,,,,,,,,,,
ClayClay,E,1,Mille＝Feuille,90,亜1,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_1g7.png,ゴッサマーチェイン / シュリンク / ネクロラトリー / ミラーズ / ルールオブドリームス,ハートオブオーシャン / リフレクション,E-F,,,,,,,,,,
ClayClay,E,1,A.M.n.T,52,亜2,https://eldersign.jp/img/mi/g/f0/067_vulthoom_2g4.png,シュリンク / セメタリーゲート / ミラーズ / 闇の楔 / 闇の結界,ハートオブオーシャン / 防御ブースト,E-F,,,,,,,,,,
ClayClay,E,2,♪スノウ,70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,ニグラーヌ / ヒヤデスウィンド / フサリア / ブラッドムーン,フレイムアシスト / 心の壁,E-G,E-H,,,,,,,,,
ClayClay,E,2,♫スノウ,64,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,スタンダールシンドローム / ステイシス / フェイト / ペイルムーン,HPブースト / クィックオーダー / 守りのミンネ / 心の壁,E-G,E-H,,,,,,,,,
ClayClay,E,2,フィア・クリス,70,亜2,https://eldersign.jp/img/mi/g/f0/073_firchlis_2g4.png,アウェイクニング / ヒヤデスウィンド / フサリア / ブラッドムーン / リヴァイヴ,フレイムアシスト / レジストシール,E-G,E-H,,,,,,,,,
ClayClay,E,2,アスレイ,42,亜2,https://eldersign.jp/img/mi/s/f0/072_asrai_2g7.png,キャンセレイション / ニグラーヌ / フサリア / ブラッドムーン / ルビーレイン,守りのミンネ / 心の壁 / 魔力ブースト,E-G,E-H,,,,,,,,,
ClayClay,E,1,グリマルキン,59,亜2,https://eldersign.jp/img/mi/g/f0/085_grimalkin_2g7.png,アイギスシールド / フサリア / 光のベール,HPブースト / クィックオーダー,E-I,,,,,,,,,,
ClayClay,E,1,カム,61,原,https://eldersign.jp/img/mi/g/f0/042_peri_0g4.png,ヴェンデッタ / 光のベール / 光の楔,クィックオーダー / 地味づくり,E-I,,,,,,,,,,
pmg,C,9,モグランガー (1),86,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g7.png,インクリーズ / ガッシマ / スキュアー / スタンピード / ダルバドーハ,守りのミンネ / 戦いのエール,A-C,B-C,C-D,C-E,C-F,C-H,C-I,C-K,C-L,,
pmg,C,1,モグランガー (2),89,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g7.png,インクリーズ / ガッシマ / スキュアー / スタンピード,守りのミンネ / 戦いのエール,C-J,,,,,,,,,,
pmg,C,9,ガッシムレッド,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アフィリエイト / ガッシマ / チャージ / ベノムスクラッチ / ペトロガス,守りのミンネ / 戦いのエール,A-C,B-C,C-D,C-E,C-F,C-H,C-I,C-J,C-K,,
pmg,C,9,ガッシムイエロー,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アンブッシュ / トランキリティ / フサリア / ミラーズ / 光のベール,レジストスリープ / 守りのミンネ / 戦いのエール / 敏捷ブースト,A-C,B-C,C-D,C-E,C-F,C-I,C-J,C-K,C-L,,
pmg,C,6,ガッシムグリーン,62,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アンブッシュ / キャンセレイション / フサリア / プロテクトディザスター / ミラーズ,レジストスリープ / 守りのミンネ / 戦いのエール / 敏捷ブースト,A-C,C-D,C-E,C-I,C-J,C-L,,,,,
pmg,C,1,長官,70,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png,エルフショット / フサリア / プロテクトディザスター / ミラーズ / 光のベール,レジストスリープ / 敏捷ブースト,B-C,,,,,,,,,,
pmg,C,2,サキュバス,86,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / フォトケミカルスモッグ / 悪魔のトリル / 滅びの翼 / 追い風,HPブースト / クィックオーダー,C-F,C-G,,,,,,,,,
pmg,C,1,スノウ,68,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ストーン / セメタリーゲート / ファストブレード / フサリア,ミラージュ / 心の棘,C-G,,,,,,,,,,
pmg,C,1,エアリエル,69,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,ストーン / セメタリーゲート / テンペスト / フサリア / 滅びの翼,クィックオーダー,C-G,,,,,,,,,,
pmg,C,1,ルサルカ,90,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ウィンターブラスト / セメタリーゲート / ファイアランス / フサリア,心の壁 / 心の棘,C-G,,,,,,,,,,
pmg,C,2,ガッシムピンク,70,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,ウィンドボルト / テンプテイション / 光のベール,HPブースト / クィックオーダー,C-H,C-K,,,,,,,,,
pmg,C,1,姑獲鳥ベース,46,亜1,https://eldersign.jp/img/mi/g/f0/098_ubume_1g4.png,エーテルクラウド / スリープクラウド / フサリア,HPブースト / クィックオーダー,C-H,,,,,,,,,,
pmg,C,1,ガッシムブルー,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / バインドグラスプ / ペトロガス,守りのミンネ / 戦いのエール,C-L,,,,,,,,,,
