player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
pmg,H,10,ガッシムレッド,65,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,まさぐり / ガッシマ / チャージ / ベノムスクラッチ / ペトロガス,セントリー / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=14&t=1,
pmg,H,10,ガッシムブルー,61,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / バインドグラスプ / ペトロガス,カウンター / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=14&t=1,
pmg,H,10,ガッシムイエロー,59,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,アンブッシュ / フサリア / ルビーライト / 光のベール / 火葬,アウタークッキー / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=14&t=1,
pmg,H,10,長官,57,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png,エルフショット / テンプテイション / フサリア / ミラーズ / 光のベール,クィックオーダー / レジストスリープ / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=7&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=39&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=103&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=167&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=199&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=232&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=233&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=234&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=235&se=14&t=1,
pmg,H,1,スノウ,47,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ウィンドボルト / セメタリーゲート / ファストブレード,ミラージュ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=14&t=1,,,,,,,,,,
pmg,H,1,ルサルカ,45,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g4.png,ウィンドボルト / セメタリーゲート / ファイアボルト,心の壁 / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=14&t=1,,,,,,,,,,
pmg,H,1,サキュバス,46,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,ウィンドボルト / セメタリーゲート / ファイアボルト,心の棘 / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=14&t=1,,,,,,,,,,
pmg,H,1,エアリエル,47,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,ウィンドボルト / セメタリーゲート / テンペスト,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=135&se=14&t=1,,,,,,,,,,
Ｄｒ．ウェスト,C,11,ドール,60,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / カロウシブスピット / スタンピード / チャージ / ペトロガス,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=2&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=34&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=67&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=68&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=69&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=70&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=72&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=73&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=74&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=75&se=14&t=1
Ｄｒ．ウェスト,C,11,ダークヤング,54,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / ニグラーヌ / ベノムスクラッチ,レジストチャーム / 予習復習 / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=2&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=34&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=67&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=68&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=69&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=70&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=71&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=72&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=73&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=74&se=14&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=6&v=75&se=14&t=1
