player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
カリスト,K,8,地を喰らうスピキ,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,レジストポイズン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=10&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=42&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=138&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=170&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=202&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=266&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=298&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=331&se=18&t=1,,,
カリスト,K,7,畝の後ろの後ろを歩くモノ,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,スキュアー / スタンピード / トライペック / トランキリティ / ベノムスクラッチ,ハートオブフレイム / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=10&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=42&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=74&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=138&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=170&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=202&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=331&se=18&t=1,,,,
カリスト,K,8,星のスピキ擬態型,86,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,HPブースト / クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=10&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=42&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=74&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=170&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=202&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=266&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=298&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=331&se=18&t=1,,,
カリスト,K,8,比良坂初音,85,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,エルフショット / ミラーズ / ユロール / 光のベール / 光の楔,ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の壁 / 心の棘 / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=10&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=42&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=138&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=170&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=202&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=266&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=298&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=331&se=18&t=1,,,
カリスト,K,2,さらに畝の後ろを往くモノ,66,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / ディスペル / ベノムスクラッチ,レジストポイズン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=74&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=266&se=18&t=1,,,,,,,,,
カリスト,K,1,F.S.M.,60,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png,アゼランザ / エルフショット / ストーン / ヒーリング / 光の楔,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=74&se=18&t=1,,,,,,,,,,
カリスト,K,2,シヴ山のドラゴン,87,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,スキュアー / スタンピード / ベノムスクラッチ / ヴェンデッタ,ハートオブオーシャン / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=106&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=234&se=18&t=1,,,,,,,,,
カリスト,K,2,Hydra,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,アースクェイク / スキュアー / ブラッドセイバー,ハートオブオーシャン,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=106&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=234&se=18&t=1,,,,,,,,,
カリスト,K,2,Simorgh,88,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g7.png,アースクェイク / ステイシス / テンペスト / ドラゴニックロア,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=106&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=234&se=18&t=1,,,,,,,,,
カリスト,K,2,CatsOfUlthar,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,フライト / 光のベール / 月光浴,クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=106&se=18&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=0&v=234&se=18&t=1,,,,,,,,,
