player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
カリスト,C,6,地を喰らうスピキ,86,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=2&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=34&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=67&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=69&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=72&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=74&se=17&t=1,,,,,
カリスト,C,4,畝の後ろの後ろを歩くモノ,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,スキュアー / スタンピード / トライペック / トランキリティ / ベノムスクラッチ,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=2&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=67&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=69&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=74&se=17&t=1,,,,,,,
カリスト,C,1,F.S.M.,77,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g7.png,エルフショット / ミラーズ / ユロール / 闇の楔,レジストバインド / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=2&se=17&t=1,,,,,,,,,,
カリスト,C,6,比良坂初音,84,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,エルフショット / ミラーズ / ユロール / 光のベール / 光の楔,リジェネレイト / レジストバインド / 守りのミンネ / 心の棘 / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=2&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=34&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=67&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=69&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=72&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=74&se=17&t=1,,,,,
カリスト,C,2,さらに畝の後ろを往くモノ,63,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / ディスペル / ベノムスクラッチ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=34&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=72&se=17&t=1,,,,,,,,,
カリスト,C,5,星のスピキ擬態型,83,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=34&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=67&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=69&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=72&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=74&se=17&t=1,,,,,,
カリスト,C,5,シヴ山のドラゴン,86,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,シャドウレイド / スキュアー / スタンピード / ベノムスクラッチ / ヴェンデッタ,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=70&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=75&se=17&t=1,,,,,,
カリスト,C,5,Hydra,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,アースクェイク / ウォークライ / スキュアー / スタンピード / ブラッドセイバー,ハートオブオーシャン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=70&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=75&se=17&t=1,,,,,,
カリスト,C,4,Simorgh,87,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g7.png,アースクェイク / カラカス / ステイシス / テンペスト / ドラゴニックロア,HPブースト / クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=70&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=75&se=17&t=1,,,,,,,
カリスト,C,5,CatsOfUlthar,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,カラカス / フライト / 光のベール / 光の楔 / 月光浴,HPブースト / クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=70&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=17&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=75&se=17&t=1,,,,,,
