player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
タカヤマン,K,3,ケット・シー／５号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,エンジェルダスト / トランキリティ / パンデミック / ベノムスクラッチ / 光のベール,レジストバインド / レジストポイズン,A-K,E-K,J-K,,,,,,,,
タカヤマン,K,3,ケット・シー／３号,70,亜1,https://eldersign.jp/img/mi/g/f0/008_caitsith_1g7.png,ディスペル / ブラッドセイバー / ペイルムーン / ペトロガス / 光のベール,カウンター / ハートオブウィンド,A-K,E-K,J-K,,,,,,,,
タカヤマン,K,3,エアリエル・ミント,86,亜2,https://eldersign.jp/img/mi/p/f0/039_ariel_2g7.png,エルフショット / テンペスト / フェアリーエイド / フサリア / ルルハラント,HPブースト / クィックオーダー,A-K,E-K,J-K,,,,,,,,
タカヤマン,K,3,サキュバス様,90,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g7.png,エルフショット / シュリンク / ヒーリングウィンド / ペイルムーン / 光のベール,ハートオブウィンド,A-K,E-K,J-K,,,,,,,,
タカヤマン,K,3,シルバードラゴン／撃,90,亜2,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_2g7.png,ウォークライ / スキュアー / ビーストキラー / ベノムスクラッチ / 光のベール,ハートオブオーシャン / 守りのミンネ / 戦いのエール,B-K,F-K,K-L,,,,,,,,
タカヤマン,K,4,ハイドラ！,90,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アウターキラー / アースクェイク / グランドスラム / スキュアー / チャージ,セントリー / ハートオブオーシャン / 守りのミンネ / 戦いのエール,B-K,F-K,H-K,K-L,,,,,,,
タカヤマン,K,4,シルバードラゴン／吼,90,亜1,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_1g7.png,ウォークライ / カラカス / ヴェンデッタ / 光のベール / 光の楔,HPブースト / クィックオーダー / メンタルケア,B-K,F-K,H-K,K-L,,,,,,,
タカヤマン,K,1,ウルタールの猫／クロ,70,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,カラカス / フォトケミカルスモッグ / フライト / 光のベール / 月光浴,クィックオーダー / メンタルケア,B-K,,,,,,,,,,
タカヤマン,K,4,ダークヤング／赤狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アースクェイク / スキュアー / チャージ / トライペック / ベノムスクラッチ,守りのミンネ / 戦いのエール,C-K,D-K,G-K,I-K,,,,,,,
タカヤマン,K,4,ダークヤング／緑狸,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,スキュアー / チャージ / ディスペル / ブラッドセイバー / 光の楔,守りのミンネ / 戦いのエール,C-K,D-K,G-K,I-K,,,,,,,
