player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
カリスト,K,5,EthereaQueen (1),80,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g7.png,アゼランザ / スキュアー / ブラッドセイバー / ホロウワールド / ヴァルキリージャベリン,クィックオーダー / ボディケア / レジストバインド / 守りのミンネ,A-K,B-K,E-K,G-K,I-K,,,,,,
カリスト,K,3,EthereaQueen (2),78,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g7.png,エルザガ / スキュアー / ホロウワールド / ヴァルキリージャベリン,クィックオーダー / ボディケア / レジストバインド / 守りのミンネ / 戦いのエール,F-K,H-K,K-L,,,,,,,,
カリスト,K,2,Alraune,56,亜2,https://eldersign.jp/img/mi/p/f0/040_alrunes_2g4.png,エンジェルダスト / シュリンク / トランキリティ / フサリア / 闇の刻印,リジェネレイト / 心の棘,A-K,F-K,,,,,,,,,
カリスト,K,6,勝利の女神NIKKE,88,亜1,https://eldersign.jp/img/mi/p/f0/042_peri_1g7.png,アウェイクニング / アウローラ / ステイシス / 光のベール / 光の楔,クィックオーダー / コールドアシスト / レジストバインド / 守りのミンネ / 悪目立ち,A-K,C-K,D-K,F-K,I-K,J-K,,,,,
カリスト,K,6,ペリ,80,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g4.png,ディスペル / ヒヤデスウィンド / フォトケミカルスモッグ / 幻日 / 闇の楔,クィックオーダー / フレイムシギル / 悪目立ち / 防火布,A-K,E-K,F-K,G-K,H-K,K-L,,,,,
カリスト,K,4,ゴブリンエンペラー,82,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ヒーリングウィンド / ルルハラント / 光の刻印,エンジェリックウィング / クィックオーダー / ハートオブウィンド / ハートオブオーシャン / ボディケア / ミラージュ / リジェネレイト / 戦いのエール,B-K,C-K,D-K,J-K,,,,,,,
カリスト,K,9,ゴブリンロード,84,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ホワイトインペール / ルルハラント / 光の刻印,HPブースト / エンジェリックウィング / クィックオーダー / ハートオブウィンド / ハートオブオーシャン / ミラージュ / リジェネレイト / レジストペトリ / 心の壁 / 戦いのエール,B-K,C-K,D-K,E-K,G-K,H-K,I-K,J-K,K-L,,
カリスト,K,1,Peri,80,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g4.png,ディスペル / ヒヤデスウィンド / フォトケミカルスモッグ / 幻日 / 闇の楔,クィックオーダー / 悪目立ち,B-K,,,,,,,,,,
カリスト,K,7,夢魔の主,81,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,アウローラ / ヒヤデスウィンド / ブラッドムーン / 光のベール / 光の楔,HPブースト / クィックオーダー / ボディケア / 悪目立ち,C-K,D-K,E-K,H-K,I-K,J-K,K-L,,,,
カリスト,K,1,Drakey,49,亜2,https://eldersign.jp/img/mi/g/f0/092_dracae_2g7.png,クルセイド / バブルマトリクス / ヒーリングウィンド / 光のベール / 幻日,HPブースト / クィックオーダー,G-K,,,,,,,,,,
ゆき,B,10,深雪,70,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g7.png,パンデミック / ヒヤデスウィンド / ファイアランス / レーヴァテイン / 炎の刻印,フレイムアシスト / ミラージュ / 魔力ブースト,A-B,B-C,B-D,B-E,B-F,B-H,B-I,B-J,B-K,B-L,
ゆき,B,10,雪乃,70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ファイアランス / フサリア / ブラッドムーン / リヴァイヴ / 炎の刻印,フレイムアシスト / レジストスリープ / 敏捷ブースト / 魔力ブースト,A-B,B-C,B-D,B-E,B-F,B-H,B-I,B-J,B-K,B-L,
ゆき,B,9,紗季,70,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,アウェイクニング / エルフショット / ヒヤデスウィンド / フォトケミカルスモッグ / プレイグ,クィックオーダー / フレイムアシスト / ミラージュ / リジェネレイト / 魔力ブースト,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-K,B-L,,
ゆき,B,9,凪,70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,エルフショット / キャンセレイション / ステイシス / フェアリーエイド / 炎の楔,HPブースト / クィックオーダー / コールドアシスト / レジストバインド / 心の棘 / 敏捷ブースト,A-B,B-D,B-E,B-F,B-H,B-I,B-J,B-K,B-L,,
ゆき,B,1,フィア・クリス,47,亜1,https://eldersign.jp/img/mi/g/f0/073_firchlis_1g7.png,アースクェイク / カラカス / ステイシス / フェアリーキラー / 光の刻印,戦いのエール / 攻撃ブースト,B-C,,,,,,,,,,
ゆき,B,1,誘里,32,亜2,https://eldersign.jp/img/mi/g/f0/092_dracae_2g7.png,キャンセレイション / シュリンク / ブラッドムーン / ルビーレイン / 炎の楔,フレイムアシスト / 敏捷ブースト,B-C,,,,,,,,,,
ゆき,B,1,アルルーナ (1),65,原,https://eldersign.jp/img/mi/g/f0/040_alrunes_0g7.png,エルフショット / エンジェルダスト / セメタリーゲート,心の棘 / 魔力ブースト,B-G,,,,,,,,,,
ゆき,B,1,アルルーナ (2),63,原,https://eldersign.jp/img/mi/g/f0/040_alrunes_0g7.png,エンジェルダスト / セメタリーゲート / 光のベール,レジストバインド / 心の棘,B-G,,,,,,,,,,
ゆき,B,1,桜,48,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g4.png,セメタリーゲート / 闇の結界,HPブースト / クィックオーダー,B-G,,,,,,,,,,
ゆき,B,1,虹華,53,亜2,https://eldersign.jp/img/mi/p/f0/039_ariel_2g4.png,セメタリーゲート / テンペスト / フェアリーエイド / フサリア,リジェネレイト / リフレクション,B-G,,,,,,,,,,
タカヤマン,C,4,エアリエル・ミント,90,亜2,https://eldersign.jp/img/mi/p/f0/039_ariel_2g7.png,エルフショット / テンペスト / フェアリーエイド / フサリア / ルルハラント,クィックオーダー / ハートオブオーシャン / ボディケア / リジェネレイト,A-C,C-D,C-E,C-G,,,,,,,
タカヤマン,C,3,アルルーーナ,85,亜1,https://eldersign.jp/img/mi/p/f0/040_alrunes_1g7.png,エンジェルダスト / トランキリティ / フサリア / ベノムスクラッチ / ペトロガス,ハートオブウィンド / ハートオブオーシャン / ミラージュ / リジェネレイト,A-C,C-D,C-I,,,,,,,,
タカヤマン,C,7,ゴブリンキング【C】,76,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,アウローラ / ストーンレイン / ネクロラトリー / フェアリーエイド / 光の楔,クィックオーダー / ハートオブウィンド / ボディケア / ミラージュ / メンタルケア / 命中ブースト,A-C,B-C,C-E,C-G,C-H,C-J,C-K,,,,
タカヤマン,C,7,サキュバスクイーン,87,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g7.png,アウローラ / サルガッソー / フェアリーエイド / フォトケミカルスモッグ / 光のベール,クィックオーダー / ボディケア / メンタルケア,A-C,B-C,C-E,C-G,C-H,C-J,C-K,,,,
タカヤマン,C,2,アンクー／黒餡,79,亜1,https://eldersign.jp/img/mi/p/f0/044_ankou_1g7.png,フェアリーキラー / フェアリーベイン / ベノムスクラッチ / ヴェンデッタ / 光のベール,レジストバインド / 戦いのエール,B-C,C-E,,,,,,,,,
タカヤマン,C,2,ヴァルキュリア／紅,88,亜2,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_2g7.png,グランドスラム / スキュアー / フェアリーキラー / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / ボディケア / レジストバインド / 戦いのエール,B-C,C-H,,,,,,,,,
タカヤマン,C,3,ケット・シー／５号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,エンジェルダスト / トランキリティ / パンデミック / ベノムスクラッチ / 光のベール,ハートオブウィンド / ミラージュ,C-D,C-G,C-I,,,,,,,,
タカヤマン,C,4,サキュバス様,90,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g7.png,アウェイクニング / エルフショット / シュリンク / ペイルムーン / 光のベール,ハートオブウィンド / ミラージュ,C-D,C-F,C-I,C-L,,,,,,,
タカヤマン,C,2,ケット・シー／１号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,テンペスト / フェアリーエイド / ペイルムーン / 光のベール,ハートオブウィンド,C-F,C-L,,,,,,,,,
タカヤマン,C,2,ケット・シー／２号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,アゼランザ / エンジェルダスト / トランキリティ / フェイズアウト / ルルハラント,HPブースト / クィックオーダー,C-F,C-L,,,,,,,,,
タカヤマン,C,2,スノウ／白 (1),70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,ヒヤデスウィンド / フサリア / フラッシュファイア / リヴァイヴ / 炎の刻印,HPブースト / クィックオーダー / メンタルケア,C-F,C-I,,,,,,,,,
タカヤマン,C,1,スノウ／白 (2),70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,ヒヤデスウィンド / フサリア / リヴァイヴ / ルビーレイン / 炎の刻印,HPブースト / クィックオーダー,C-L,,,,,,,,,,
タカヤマン,C,3,ゴブリンキング【A】,79,亜1,https://eldersign.jp/img/mi/p/f0/084_goblin-king_1g7.png,アゼランザ / スキュアー / ストーンレイン / フィースト / リフレッシュフィールド,クィックオーダー / ハートオブフレイム / ハートオブマーブル / ミラージュ / リジェネレイト / 悪目立ち,C-H,C-J,C-K,,,,,,,,
タカヤマン,C,2,ゴブリンキング【B】,78,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g4.png,ストーン / ストーンレイン / ブラッドセイバー / ルルハラント / ルールオブドリームス,ハートオブフレイム / ハートオブマーブル / ミラージュ / リジェネレイト,C-J,C-K,,,,,,,,,
pmg,G,7,エアリエル (1),64,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,セメタリーゲート / テンペスト / フサリア / 悪魔のトリル / 滅びの翼,HPブースト / クィックオーダー / ハートオブウィンド / ミラージュ / 命中ブースト / 心の棘 / 攻撃ブースト,A-G,C-G,E-G,F-G,G-H,G-J,G-L,,,,
pmg,G,3,エアリエル (2),64,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,アイスランス / セメタリーゲート / テンペスト / フサリア / 滅びの翼,クィックオーダー / ミラージュ / 魔力ブースト,B-G,D-G,G-I,,,,,,,,
pmg,G,8,スノウ (1),63,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ウィンドボルト / セメタリーゲート / ヒヤデスウィンド / ファストブレード / フサリア,HPブースト / クィックオーダー / ミラージュ / リフレクション / 守りのミンネ / 心の壁 / 心の棘 / 戦いのエール / 敏捷ブースト,A-G,B-G,C-G,E-G,F-G,G-I,G-J,G-L,,,
pmg,G,2,スノウ (2),63,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,アイスランス / ヒヤデスウィンド / ファストブレード / フサリア,クィックオーダー,D-G,G-K,,,,,,,,,
pmg,G,8,ルサルカ (1),88,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,アウェイクニング / ウィンターブラスト / セメタリーゲート / ファイアランス / フサリア,HPブースト / クィックオーダー / ミラージュ / 心の壁 / 心の棘 / 攻撃ブースト / 魔力ブースト,A-G,B-G,C-G,D-G,E-G,G-H,G-K,G-L,,,
pmg,G,1,ルサルカ (2),87,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ウィンターブラスト / セメタリーゲート / ヒヤデスウィンド / ファイアランス / フサリア,フレイムアシスト / 魔力ブースト,G-J,,,,,,,,,,
pmg,G,4,サキュバス (1),63,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,ウィンドボルト / セメタリーゲート / 光のベール / 悪魔のトリル,ミラージュ / 守りのミンネ / 心の棘 / 戦いのエール / 魔力ブースト,F-G,G-H,G-I,G-K,,,,,,,
pmg,G,8,サキュバス (2),78,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / ファイアランス / フォトケミカルスモッグ / 悪魔のトリル / 滅びの翼,HPブースト / クィックオーダー / レジストバインド / レジストペトリ / 魔力ブースト,A-G,B-G,C-G,D-G,F-G,G-I,G-J,G-L,,,
pmg,G,2,サキュバス (3),65,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / フォトケミカルスモッグ / 悪魔のトリル / 滅びの翼 / 追い風,HPブースト / クィックオーダー,E-G,G-H,,,,,,,,,
pmg,G,1,サキュバス (4),72,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / ファイアランス / 滅びの翼 / 追い風,クィックオーダー,G-K,,,,,,,,,,
イマクロ,J,6,ヴァルキュリア (1),76,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g7.png,フェアリーキラー / ペトロガス / リヴァイヴ / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / ハートオブマーブル / リジェネレイト / レジストポイズン / 命中ブースト / 守りのミンネ / 戦いのエール / 防御ブースト,A-J,B-J,D-J,E-J,H-J,I-J,,,,,
イマクロ,J,1,ヴァルキュリア (2),87,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g7.png,フェアリーキラー / ブラッドセイバー / ホロウワールド / ヴァルキリージャベリン / ヴェンデッタ,リジェネレイト / 守りのミンネ,C-J,,,,,,,,,,
イマクロ,J,2,ヴァルキュリア (3),72,亜1,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_1g4.png,フェアリーベイン / フレイムタン / ブレイズ / ラーヴァフロウ / 超超低周波,クィックオーダー / フレイムアシスト / フレイムバリア / 命中ブースト,G-J,J-K,,,,,,,,,
イマクロ,J,7,ヴァルキュリア (4),73,亜2,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_2g4.png,アースクェイク / バインドグラスプ / フィースト / フェアリーキラー / 追い風,クィックオーダー / ハートオブマーブル / リジェネレイト / 命中ブースト / 守りのミンネ / 悪目立ち / 戦いのエール,A-J,B-J,D-J,E-J,G-J,H-J,J-L,,,,
イマクロ,J,1,ヴァルキュリア (5),84,亜2,https://eldersign.jp/img/mi/p/f0/099_valkyyrja_2g4.png,アースクェイク / テケリ・リ / フィースト / フェアリーキラー / ホロウワールド,守りのミンネ / 戦いのエール,C-J,,,,,,,,,,
イマクロ,J,3,ルサルカ (1),70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g4.png,パンデミック / ヒヤデスウィンド / フサリア / リヴァイヴ / 炎の刻印,クィックオーダー / フレイムアシスト / 命中ブースト / 魔力ブースト,A-J,F-J,J-K,,,,,,,,
イマクロ,J,1,ルサルカ (2),70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,ヒヤデスウィンド / フサリア / レーヴァテイン / 炎の刻印,フレイムアシスト / 魔力ブースト,J-K,,,,,,,,,,
イマクロ,J,1,エアリエル (1),70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,ステイシス / スリープクラウド / ニグラーヌ / ポイズンクラウド,レジストスリープ / レジストチャーム,A-J,,,,,,,,,,
イマクロ,J,3,エアリエル (2),70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,エンジェルダスト / サルーア / バブルマトリクス / フォトケミカルスモッグ / フューネラルマーチ,クィックオーダー / リジェネレイト / 命中ブースト / 守りのミンネ,C-J,D-J,J-L,,,,,,,,
イマクロ,J,1,エアリエル (3),70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,カラカス / ヒカップ / フェアリーエイド / 光のベール,クィックオーダー,I-J,,,,,,,,,,
イマクロ,J,1,エアリエル (4),70,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,アゼランザ / エンジェルダスト / バブルマトリクス / フォトケミカルスモッグ,クィックオーダー / 命中ブースト,I-J,,,,,,,,,,
イマクロ,J,4,バンシー (1),70,亜1,https://eldersign.jp/img/mi/g/f0/097_banshee_1g7.png,ブラッドムーン / プロテクトディザスター / ミラージュレイン / ルナエクリプス / 合葬,エンジェリックウィング / クィックオーダー / 命中ブースト / 守りのミンネ / 悪目立ち,B-J,G-J,I-J,J-L,,,,,,,
イマクロ,J,5,バンシー (2),70,亜2,https://eldersign.jp/img/mi/g/f0/097_banshee_2g7.png,アンブッシュ / エーテルクラウド / サルーア / ブラッドスティール / プレイグ,エンジェリックウィング / クィックオーダー / 命中ブースト / 防御ブースト,B-J,D-J,E-J,J-K,J-L,,,,,,
イマクロ,J,2,ドラケイ (1),70,亜2,https://eldersign.jp/img/mi/g/f0/092_dracae_2g4.png,サルーア / バブルマトリクス / リフレッシュフィールド / 幻日 / 追い風,クィックオーダー / ハートオブウィンド / 防御ブースト,C-J,F-J,,,,,,,,,
イマクロ,J,2,ドラケイ (2),70,亜2,https://eldersign.jp/img/mi/g/f0/092_dracae_2g4.png,バブルマトリクス / フォトケミカルスモッグ / リフレッシュフィールド / 幻日 / 風葬,クィックオーダー / 命中ブースト / 防御ブースト,E-J,G-J,,,,,,,,,
イマクロ,J,1,ペリ,70,,,,ハートオブウィンド,F-J,,,,,,,,,,
イマクロ,J,1,サキュバス (1),70,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g7.png,アウェイクニング / アウローラ / キャンセレイション / ヒヤデスウィンド,クィックオーダー / 悪目立ち,H-J,,,,,,,,,,
イマクロ,J,1,サキュバス (2),64,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g7.png,アウェイクニング / キャンセレイション / スタンダールシンドローム / テンプテイション / ペイルムーン,クィックオーダー / 防御ブースト,H-J,,,,,,,,,,
ポリープ,H,5,スノウ本体 (1),56,原,https://eldersign.jp/img/mi/g/f0/020_snow_0g7.png,ファイアランス / フサリア / ブラッドムーン / リヴァイヴ / ルビーレイン,HPブースト / クィックオーダー / フレイムアシスト / リフレクション / 魔力ブースト,A-H,C-H,F-H,H-J,H-L,,,,,,
ポリープ,H,4,スノウ本体 (2),55,原,https://eldersign.jp/img/mi/g/f0/020_snow_0g7.png,ファイアランス / フサリア / ブラッドムーン / リヴァイヴ / ルビーレイン,フレイムアシスト / 魔力ブースト,B-H,D-H,H-I,H-K,,,,,,,
ポリープ,H,1,スノウ本体 (3),57,原,https://eldersign.jp/img/mi/g/f0/020_snow_0g7.png,ファイアランス / フサリア / ブラッドムーン / リヴァイヴ / ルビーレイン,リフレクション,E-H,,,,,,,,,,
ポリープ,H,4,アルルーナ,59,原,https://eldersign.jp/img/mi/g/f0/040_alrunes_0g4.png,エンジェルダスト / トランキリティ / フサリア / ラストシュリーク / ルビーレイン,フレイムアシスト / 魔力ブースト,A-H,G-H,H-I,H-J,,,,,,,
ポリープ,H,8,ルサルカa,61,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ヒヤデスウィンド / ヒーリングウィンド / フサリア / 光のベール / 幻日,HPブースト / クィックオーダー / ハートオブウィンド / フレイムアシスト / 命中ブースト / 心の壁 / 戦いのエール / 魔力ブースト,A-H,B-H,C-H,E-H,G-H,H-I,H-J,H-K,,,
ポリープ,H,3,エアリエル,57,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,ステイシス / テンペスト / ヒーリング / フェアリーエイド / フサリア,HPブースト / クィックオーダー / 命中ブースト / 心の壁 / 心の棘,A-H,E-H,H-K,,,,,,,,
ポリープ,H,8,ペリ,56,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g4.png,アイギスシールド / アイスランス / サルガッソー / ペイルムーン / 早瀬,コールドアシスト / ディレイオーダー / ミラージュ / 守りのミンネ / 戦いのエール / 防火布,B-H,D-H,F-H,G-H,H-I,H-J,H-K,H-L,,,
ポリープ,H,6,バンシー本体,54,亜2,https://eldersign.jp/img/mi/g/f0/097_banshee_2g4.png,シュリンク / ヒヤデスウィンド / プロテクトディザスター / 悪魔のトリル / 闇の刻印,ハートオブフレイム / ハートオブマーブル / ミラージュ / 心の壁 / 心の棘 / 敏捷ブースト / 魔力ブースト,B-H,D-H,E-H,F-H,G-H,H-L,,,,,
ポリープ,H,1,ゴブリンキング本体２,43,原,https://eldersign.jp/img/mi/g/f0/084_goblin-king_0g7.png,ストーンレイン / パンデミック,守りのミンネ / 戦いのエール,C-H,,,,,,,,,,
ポリープ,H,1,ゴブリンキング本体,40,原,https://eldersign.jp/img/mi/g/f0/084_goblin-king_0g4.png,スキュアー / ストーンレイン / フェアリーキラー / ベノムスクラッチ,守りのミンネ / 戦いのエール,C-H,,,,,,,,,,
ポリープ,H,3,セイレン,64,亜2,https://eldersign.jp/img/mi/g/f0/024_seiren_2g4.png,アウェイクニング / エルフショット / ヒーリング / 光のベール,フレイムアシスト / 守りのミンネ / 戦いのエール / 魔力ブースト,D-H,F-H,H-L,,,,,,,,
