player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
タカヤマン,J,3,ブラスドラゴン／赤燐,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g7.png,スキュアー / トランプル / ブラッドセイバー / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,A-J,B-J,F-J,,,,,,,,
タカヤマン,J,3,ハイドラ！,90,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アースクェイク / インクリーズ / グランドスラム / スキュアー / トランプル,守りのミンネ / 戦いのエール,A-J,B-J,F-J,,,,,,,,
タカヤマン,J,4,バステト／瞳,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ペイルムーン / ホワイトインペール / マウ・バスト / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,A-J,B-J,F-J,J-L,,,,,,,
タカヤマン,J,4,ウルタールの猫／あお,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,フライト / リフレッシュフィールド / 光のベール / 光の楔 / 月光浴,クィックオーダー / メンタルケア / 守りのミンネ / 心の棘,A-J,B-J,F-J,J-L,,,,,,,
タカヤマン,J,3,ゴブリンキング【A】,90,亜1,https://eldersign.jp/img/mi/p/f0/084_goblin-king_1g7.png,アゼランザ / スキュアー / ストーンレイン / フィースト / リフレッシュフィールド,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,C-J,D-J,I-J,,,,,,,,
タカヤマン,J,3,ゴブリンキング【B】,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g4.png,ストーン / ストーンレイン / ブラッドセイバー / ルルハラント / ルールオブドリームス,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,C-J,D-J,I-J,,,,,,,,
タカヤマン,J,3,ゴブリンキング【C】,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,アウローラ / ストーンレイン / ネクロラトリー / フェアリーエイド / 光の楔,クィックオーダー / ボディケア,C-J,D-J,I-J,,,,,,,,
タカヤマン,J,3,サキュバスクイーン,90,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g7.png,アウローラ / サルガッソー / フェアリーエイド / フォトケミカルスモッグ / 光のベール,クィックオーダー / メンタルケア,C-J,D-J,I-J,,,,,,,,
タカヤマン,J,4,ダークヤング／赤狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アースクェイク / インクリーズ / スキュアー / トランプル / 光の楔,守りのミンネ / 戦いのエール,E-J,G-J,H-J,J-K,,,,,,,
タカヤマン,J,4,ダークヤング／緑狸,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,インクリーズ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,E-J,G-J,H-J,J-K,,,,,,,
タカヤマン,J,4,F.S.M.～②,90,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g7.png,テンペスト / フォトケミカルスモッグ / ユロール / 光の楔,HPブースト / クィックオーダー / 守りのミンネ / 心の壁 / 心の棘,E-J,G-J,H-J,J-K,,,,,,,
タカヤマン,J,4,スタープラチナ☆,90,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g7.png,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー / ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の壁,E-J,G-J,H-J,J-K,,,,,,,
タカヤマン,J,1,バステト／泪,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ナインライヴズ / ホワイトインペール / マウ・バスト / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,J-L,,,,,,,,,,
タカヤマン,J,1,バステト／愛,90,亜1,https://eldersign.jp/img/mi/p/f1/110_bastet_1g4.png,カラカス / ナインライヴズ / フォトケミカルスモッグ / マウ・バスト / 日光浴,守りのミンネ / 戦いのエール,J-L,,,,,,,,,,
カリスト,E,4,シヴ山のドラゴン,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,インクリーズ / スキュアー / スタンピード / トランプル / ヴェンデッタ,守りのミンネ / 戦いのエール,A-E,E-G,E-H,E-J,,,,,,,
カリスト,E,4,Hydra,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,ウォークライ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 心の壁 / 戦いのエール,A-E,E-G,E-H,E-J,,,,,,,
カリスト,E,4,Simorgh,90,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g7.png,アンダートウ / アースクェイク / カラカス / ステイシス / 日光浴,守りのミンネ / 戦いのエール,A-E,E-G,E-H,E-J,,,,,,,
カリスト,E,4,CatsOfUlthar,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,カラカス / フォトケミカルスモッグ / 光のベール / 光の楔 / 月光浴,セントリー / リジェネレイト / 守りのミンネ / 戦いのエール,A-E,E-G,E-H,E-J,,,,,,,
カリスト,E,3,復活の淫夢くんUC,90,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,シュリンク / フォトケミカルスモッグ / プロテクトディザスター / ルルハラント / 光のベール,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,B-E,C-E,D-E,,,,,,,,
カリスト,E,4,地を喰らうスピキ,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,グランドスラム / スキュアー / スタンピード / トランプル / ブラッドセイバー,守りのミンネ / 心の壁 / 戦いのエール,B-E,E-I,E-K,E-L,,,,,,,
カリスト,E,1,食屍鬼の眼ゲニ＝ゲバ,90,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g7.png,シュリンク / ミラーズ / ユロール / 闇の楔 / 闇の結界,リジェネレイト / 心の棘,B-E,,,,,,,,,,
カリスト,E,6,比良坂初音,90,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,シュリンク / ミラーズ / ユロール / 光のベール / 光の楔,リジェネレイト / レジストバインド / 心の棘,B-E,C-E,D-E,E-I,E-K,E-L,,,,,
カリスト,E,2,さらに畝の後ろを往くモノ,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / ディスペル / トランプル,守りのミンネ / 戦いのエール,C-E,D-E,,,,,,,,,
カリスト,E,5,星のスピキ擬態型,90,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,HPブースト / クィックオーダー / ボディケア,C-E,D-E,E-I,E-K,E-L,,,,,,
カリスト,E,1,ゴブリンロード,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ホワイトインペール / ルルハラント / 光の刻印,心の壁 / 戦いのエール,E-F,,,,,,,,,,
カリスト,E,1,ゴブリンエンペラー,90,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,ストーン / ストーンレイン / ライタスネス / ルルハラント / 光の刻印,心の壁 / 心の棘,E-F,,,,,,,,,,
カリスト,E,1,夢魔の主,90,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,アウローラ / ヒヤデスウィンド / ブラッドムーン / 光のベール / 光の楔,クィックオーダー / 悪目立ち,E-F,,,,,,,,,,
カリスト,E,1,勝利の女神NIKKE,90,亜1,https://eldersign.jp/img/mi/p/f0/042_peri_1g7.png,アウェイクニング / アウローラ / ステイシス / 光のベール / 光の楔,クィックオーダー / 防御ブースト,E-F,,,,,,,,,,
カリスト,E,3,畝の後ろを往くモノ,74,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / シュリンク / スキュアー / トランキリティ / 光の楔,守りのミンネ / 戦いのエール,E-I,E-K,E-L,,,,,,,,
ClayClay,A,8,T.O.K.R.s,62,亜2,https://eldersign.jp/img/mi/g/f0/076_moon-beast_2g7.png,インクリーズ / フォトケミカルスモッグ / ユロール / 闇の楔 / 闇の結界,ハートオブフレイム / ミラージュ / レジストポイズン / 守りのミンネ / 心の棘,A-B,A-C,A-D,A-F,A-G,A-I,A-K,A-L,,,
ClayClay,A,4,W.R.N.B,70,亜2,https://eldersign.jp/img/mi/g/f0/082_gug_2g7.png,アンブッシュ / ブラッドセイバー / ベノムスクラッチ / 闇の楔 / 闇の結界,ハートオブフレイム / リフレクション / レジストポイズン / 守りのミンネ,A-B,A-D,A-F,A-G,,,,,,,
ClayClay,A,8,Mille＝Feuille,90,亜1,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_1g7.png,ゴッサマーチェイン / シュリンク / ネクロラトリー / ミラーズ / ルールオブドリームス,ハートオブオーシャン / リジェネレイト / リフレクション / レジストポイズン / 守りのミンネ / 魔力ブースト,A-B,A-C,A-D,A-F,A-G,A-I,A-K,A-L,,,
ClayClay,A,7,Y.N.T,58,亜1,https://eldersign.jp/img/mi/g/f0/067_vulthoom_1g7.png,シュリンク / ミラーズ / 闇のベール / 闇の楔 / 闇の結界,ハートオブオーシャン / リジェネレイト / レジストポイズン / 守りのミンネ / 心の棘 / 防御ブースト / 魔力ブースト,A-B,A-C,A-F,A-G,A-I,A-K,A-L,,,,
ClayClay,A,4,A.M.n.T,54,亜2,https://eldersign.jp/img/mi/g/f0/067_vulthoom_2g4.png,シュリンク / セメタリーゲート / ミラーズ / 闇の楔 / 闇の結界,ミラージュ / 守りのミンネ / 心の棘 / 魔力ブースト,A-C,A-I,A-K,A-L,,,,,,,
ClayClay,A,1,ハンティングホラー,74,亜2,https://eldersign.jp/img/mi/p/f1/100_hunting-horror_2g4.png,アゼランザ / ウラザイス / ハスタリーザ / ミラーズ,クィックオーダー / 地味づくり,A-D,,,,,,,,,,
ClayClay,A,1,パズズvE,24,亜1,https://eldersign.jp/img/mi/p/f0/045_pazuzu_1g4.png,光の刻印,ハートオブウィンド,A-E,,,,,,,,,,
ClayClay,A,1,ハイドラ,32,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png,誘い受け,エンジェリックウィング / ローズイズレッド,A-E,,,,,,,,,,
ClayClay,A,1,イタクァ攻撃↓,66,原,https://eldersign.jp/img/mi/g/f0/079_ithaqua_0g4.png,キッチンメイド / ヒーリング,エンジェリックウィング,A-E,,,,,,,,,,
ClayClay,A,1,★ドール,62,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g7.png,カロウシブスピット,ハートオブウィンド,A-E,,,,,,,,,,
ClayClay,A,1,ティアマト,74,亜2,https://eldersign.jp/img/mi/p/f0/096_tiamat_2g4.png,ウォークライ / ブレイズ / 炎の刻印,フレイムアシスト / 心の壁,A-H,,,,,,,,,,
ClayClay,A,1,アハ・イシュケ旧前,64,亜2,https://eldersign.jp/img/mi/g/f0/094_each-uisge_2g4.png,光のベール / 日光浴,戦いのエール / 防御ブースト,A-H,,,,,,,,,,
ClayClay,A,1,アハ・イシュケ,67,亜1,https://eldersign.jp/img/mi/g/f0/094_each-uisge_1g7.png,光の楔 / 月光浴,守りのミンネ / 戦いのエール,A-H,,,,,,,,,,
ClayClay,A,1,ボクルグ,58,亜2,https://eldersign.jp/img/mi/g/f0/095_bokrug_2g4.png,クルセイド / テンペスト / 月光浴,クィックオーダー / 地味づくり,A-H,,,,,,,,,,
ClayClay,A,1,ア・ドライグ・ゴッホ,81,亜1,https://eldersign.jp/img/mi/p/f0/071_y-ddraig-goch_1g7.png,グランドスラム / ローカストスウォーム / 光のベール,守りのミンネ / 戦いのエール,A-J,,,,,,,,,,
ClayClay,A,1,キマイラ,69,亜1,https://eldersign.jp/img/mi/g/f0/087_chimera_1g7.png,トライペック / ローカストスウォーム / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,A-J,,,,,,,,,,
